"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 20:21:38 GMT 2025","Fri Jul 18 20:21:47 GMT 2025","8830","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"failed","Fri Jul 18 20:20:06 GMT 2025","Fri Jul 18 20:20:07 GMT 2025","1193","","tests.api.BagApiTests","","tests.api.BagApiTests","addAndGetItemsTest","Checking getting different products in bag",""
"passed","Fri Jul 18 20:24:06 GMT 2025","Fri Jul 18 20:24:10 GMT 2025","3648","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldLoadCorrectHomePageUrlTest","Verify that the Home Page URL is correct after page load",""
"broken","Fri Jul 18 20:22:36 GMT 2025","Fri Jul 18 20:23:10 GMT 2025","34209","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Verify that Home Page browser title is correct",""
"passed","Fri Jul 18 20:22:01 GMT 2025","Fri Jul 18 20:22:10 GMT 2025","9022","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"broken","Fri Jul 18 20:25:06 GMT 2025","Fri Jul 18 20:25:30 GMT 2025","24202","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addMaximumQuantityToCartTest","Verify maximum quantity of items allowed in cart",""
"passed","Fri Jul 18 20:24:02 GMT 2025","Fri Jul 18 20:24:06 GMT 2025","3755","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchButtonOnHomePageTest","Verify that search button is visible on the homepage header",""
"passed","Fri Jul 18 20:20:22 GMT 2025","Fri Jul 18 20:20:28 GMT 2025","5371","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check 'Sign In' with empty email and empty password input",""
"failed","Fri Jul 18 20:22:22 GMT 2025","Fri Jul 18 20:22:36 GMT 2025","14211","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectHeaderTabTextsTest","Verify that all header tab texts are displayed correctly",""
"passed","Fri Jul 18 20:20:17 GMT 2025","Fri Jul 18 20:20:22 GMT 2025","5505","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check 'Sign In' with password shorter than 8 characters",""
"passed","Fri Jul 18 20:22:10 GMT 2025","Fri Jul 18 20:22:18 GMT 2025","7900","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"failed","Fri Jul 18 20:20:08 GMT 2025","Fri Jul 18 20:20:08 GMT 2025","446","","tests.api.BagApiTests","","tests.api.BagApiTests","deleteItemTest","Checking deleting product in bag",""
"broken","Fri Jul 18 20:26:57 GMT 2025","Fri Jul 18 20:27:21 GMT 2025","24300","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemFromCatalogToCartTest","Add item from catalog to cart and verify success message is shown",""
"passed","Fri Jul 18 20:21:17 GMT 2025","Fri Jul 18 20:21:23 GMT 2025","5543","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check 'Sign In' with invalid email input",""
