"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 20 19:57:48 GMT 2025","Sun Jul 20 19:58:37 GMT 2025","49174","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","priceMatchesBetweenCatalogAndCartTest","Check that product price in catalog matches the price in cart",""
"passed","Sun Jul 20 19:55:24 GMT 2025","Sun Jul 20 19:55:38 GMT 2025","13220","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"passed","Sun Jul 20 19:51:57 GMT 2025","Sun Jul 20 19:52:06 GMT 2025","8822","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
"passed","Sun Jul 20 19:54:28 GMT 2025","Sun Jul 20 19:55:24 GMT 2025","56011","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addMaximumQuantityToCartTest","Verify maximum quantity of items allowed in cart",""
"passed","Sun Jul 20 19:51:42 GMT 2025","Sun Jul 20 19:51:51 GMT 2025","8912","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Sun Jul 20 19:53:11 GMT 2025","Sun Jul 20 19:53:15 GMT 2025","3672","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldLoadCorrectHomePageUrlTest","Verify that the Home Page URL is correct after page load",""
"passed","Sun Jul 20 19:52:06 GMT 2025","Sun Jul 20 19:52:14 GMT 2025","8820","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"passed","Sun Jul 20 19:52:51 GMT 2025","Sun Jul 20 19:52:55 GMT 2025","4633","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCreateAccountButtonAfterClickingAccountTest","Click on account button and verify 'Create Account' button is visible",""
"passed","Sun Jul 20 19:56:40 GMT 2025","Sun Jul 20 19:57:48 GMT 2025","67696","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemsUntilFreeShippingTest","Unlock 'Free Shipping' when total exceeds threshold",""
"passed","Sun Jul 20 19:51:28 GMT 2025","Sun Jul 20 19:51:34 GMT 2025","5555","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check 'Sign In' with password longer than 25 characters",""
"passed","Sun Jul 20 19:51:17 GMT 2025","Sun Jul 20 19:51:23 GMT 2025","5382","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check 'Sign In' with empty email input",""
