"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 21:55:02 GMT 2025","Fri Jul 18 21:55:07 GMT 2025","5467","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyPasswordSignInPageTest","Check 'Sign In' with empty password input",""
"passed","Fri Jul 18 21:55:17 GMT 2025","Fri Jul 18 21:55:27 GMT 2025","9973","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"failed","Fri Jul 18 21:55:41 GMT 2025","Fri Jul 18 21:55:55 GMT 2025","14111","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectHeaderTabTextsTest","Verify that all header tab texts are displayed correctly",""
"passed","Fri Jul 18 21:54:30 GMT 2025","Fri Jul 18 21:54:36 GMT 2025","6085","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check 'Sign In' with invalid email input",""
"broken","Fri Jul 18 21:59:08 GMT 2025","Fri Jul 18 21:59:43 GMT 2025","34674","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemsUntilFreeShippingTest","Unlock 'Free Shipping' when total exceeds threshold",""
"passed","Fri Jul 18 21:54:07 GMT 2025","Fri Jul 18 21:54:12 GMT 2025","5880","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check 'Sign In' with empty email and empty password input",""
"passed","Fri Jul 18 21:56:16 GMT 2025","Fri Jul 18 21:56:21 GMT 2025","4871","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCreateAccountButtonAfterClickingAccountTest","Click on account button and verify 'Create Account' button is visible",""
"passed","Fri Jul 18 21:54:52 GMT 2025","Fri Jul 18 21:55:02 GMT 2025","10272","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Fri Jul 18 21:54:01 GMT 2025","Fri Jul 18 21:54:07 GMT 2025","5628","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check 'Sign In' with password shorter than 8 characters",""
"passed","Fri Jul 18 21:54:36 GMT 2025","Fri Jul 18 21:54:41 GMT 2025","5697","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check 'Sign In' with password longer than 25 characters",""
"passed","Fri Jul 18 21:56:11 GMT 2025","Fri Jul 18 21:56:16 GMT 2025","4669","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesTitleAfterClickingFavoritesButtonTest","Click 'Favorites' button and verify 'Favorites' title text is displayed",""
"passed","Fri Jul 18 21:54:41 GMT 2025","Fri Jul 18 21:54:52 GMT 2025","10240","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyEmailTest","Check account creation with empty email",""
"broken","Fri Jul 18 21:58:10 GMT 2025","Fri Jul 18 21:58:33 GMT 2025","23478","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"broken","Fri Jul 18 21:57:35 GMT 2025","Fri Jul 18 21:58:10 GMT 2025","34470","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addMaximumQuantityToCartTest","Verify maximum quantity of items allowed in cart",""
"passed","Fri Jul 18 21:55:27 GMT 2025","Fri Jul 18 21:55:36 GMT 2025","8976","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"passed","Fri Jul 18 21:56:50 GMT 2025","Fri Jul 18 21:56:55 GMT 2025","4210","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayBasketButtonOnHomePageTest","Verify that the basket (cart) button is visible on the homepage",""
"broken","Fri Jul 18 21:57:00 GMT 2025","Fri Jul 18 21:57:35 GMT 2025","35087","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemAndChangeQuantityInBagTest","Add item to bag and change quantity",""
"passed","Fri Jul 18 21:55:59 GMT 2025","Fri Jul 18 21:56:02 GMT 2025","3908","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesButtonOnHomePageTest","Verify 'Favorites' button is visible on the homepage",""
"passed","Fri Jul 18 21:55:07 GMT 2025","Fri Jul 18 21:55:17 GMT 2025","9915","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
"failed","Fri Jul 18 21:53:53 GMT 2025","Fri Jul 18 21:53:53 GMT 2025","538","","tests.api.BagApiTests","","tests.api.BagApiTests","updateItemTest","Checking updating product in bag",""
"passed","Fri Jul 18 21:55:55 GMT 2025","Fri Jul 18 21:55:59 GMT 2025","3878","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Verify that Home Page browser title is correct",""
"broken","Fri Jul 18 21:56:27 GMT 2025","Fri Jul 18 21:56:42 GMT 2025","14248","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFooterImageTest","Verify that the footer image is displayed",""
"passed","Fri Jul 18 21:56:42 GMT 2025","Fri Jul 18 21:56:46 GMT 2025","3977","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchButtonOnHomePageTest","Verify that search button is visible on the homepage header",""
"passed","Fri Jul 18 21:54:23 GMT 2025","Fri Jul 18 21:54:30 GMT 2025","6088","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check 'Sign In' with empty email input",""
