"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jul 16 21:21:04 GMT 2025","Wed Jul 16 21:21:18 GMT 2025","13651","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addMaximumQuantityToCartUnauthorizedUserTest","Verify maximum quantity of items added to cart for unauthorized user",""
"broken","Wed Jul 16 21:18:59 GMT 2025","Wed Jul 16 21:19:12 GMT 2025","13332","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesTitleAfterClickingFavoritesButtonTest","Click 'Favorites' button and verify 'Favorites' title text is displayed",""
"passed","Wed Jul 16 21:19:36 GMT 2025","Wed Jul 16 21:19:39 GMT 2025","3638","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchButtonOnHomePageTest","Verify that search button is visible on the homepage header",""
"passed","Wed Jul 16 21:18:08 GMT 2025","Wed Jul 16 21:18:12 GMT 2025","3987","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayAccountButtonOnHomePageTest","Verify account button is visible on the homepage header",""
"broken","Wed Jul 16 21:20:51 GMT 2025","Wed Jul 16 21:21:04 GMT 2025","13586","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkAuthorizedAddItemToCartTest","Authorized user adds a product to the cart",""
"broken","Wed Jul 16 21:21:18 GMT 2025","Wed Jul 16 21:21:32 GMT 2025","13672","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemAndChangeQuantityToBagUnauthorizedUserTest","Add item to bag and change quantity for unauthorized user",""
"passed","Wed Jul 16 21:17:00 GMT 2025","Wed Jul 16 21:17:05 GMT 2025","5083","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check for empty email input 'Sign In' account",""
"broken","Wed Jul 16 21:19:56 GMT 2025","Wed Jul 16 21:20:10 GMT 2025","13668","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayShoppingBagTitleAfterClickingBasketButtonTest","Verify clicking the basket button displays the 'Shopping Bag' title",""
"passed","Wed Jul 16 21:17:54 GMT 2025","Wed Jul 16 21:18:01 GMT 2025","7445","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"failed","Wed Jul 16 21:16:34 GMT 2025","Wed Jul 16 21:16:35 GMT 2025","155","","tests.api.BagApiTests","","tests.api.BagApiTests","getItemTest","Checking getting product in bag",""
"passed","Wed Jul 16 21:19:12 GMT 2025","Wed Jul 16 21:19:17 GMT 2025","4595","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCreateAccountButtonAfterClickingAccountTest","Click on account button and verify 'Create Account' button is visible",""
"broken","Wed Jul 16 21:18:38 GMT 2025","Wed Jul 16 21:18:51 GMT 2025","13430","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesButtonOnHomePageTest","Verify 'Favorites' button is visible on the homepage",""
"passed","Wed Jul 16 21:17:27 GMT 2025","Wed Jul 16 21:17:35 GMT 2025","7384","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"broken","Wed Jul 16 21:20:23 GMT 2025","Wed Jul 16 21:20:37 GMT 2025","13499","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"failed","Wed Jul 16 21:16:35 GMT 2025","Wed Jul 16 21:16:36 GMT 2025","560","","tests.api.BagApiTests","","tests.api.BagApiTests","updateItemTest","Checking updating product in bag",""
"passed","Wed Jul 16 21:18:01 GMT 2025","Wed Jul 16 21:18:08 GMT 2025","6849","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"passed","Wed Jul 16 21:17:20 GMT 2025","Wed Jul 16 21:17:27 GMT 2025","6998","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyEmailTest","Check account creation with empty email",""
"failed","Wed Jul 16 21:17:42 GMT 2025","Wed Jul 16 21:17:47 GMT 2025","4943","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyPasswordSignInPageTest","Check for empty password input 'Sign In' account",""
"failed","Wed Jul 16 21:16:36 GMT 2025","Wed Jul 16 21:16:42 GMT 2025","6367","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidPasswordSignInPageTest","Check for invalid password input 'Sign In' account",""
"failed","Wed Jul 16 21:17:35 GMT 2025","Wed Jul 16 21:17:42 GMT 2025","7399","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageTest","Check successful create account",""
"failed","Wed Jul 16 21:16:35 GMT 2025","Wed Jul 16 21:16:35 GMT 2025","154","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"broken","Wed Jul 16 21:21:32 GMT 2025","Wed Jul 16 21:21:45 GMT 2025","13722","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemFromCatalogToCartTest","Add item from catalog to cart and verify success message",""
"passed","Wed Jul 16 21:16:47 GMT 2025","Wed Jul 16 21:16:52 GMT 2025","4973","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check for empty email and empty password input 'Sign In' account",""
"passed","Wed Jul 16 21:18:55 GMT 2025","Wed Jul 16 21:18:59 GMT 2025","3936","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySignInButtonWhenAccountButtonClickedTest","Click on account button and verify 'Sign In' is visible",""
"failed","Wed Jul 16 21:16:35 GMT 2025","Wed Jul 16 21:16:35 GMT 2025","505","","tests.api.BagApiTests","","tests.api.BagApiTests","deleteItemTest","Checking deleting product in bag",""
"failed","Wed Jul 16 21:17:15 GMT 2025","Wed Jul 16 21:17:20 GMT 2025","5277","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check for password with more than 25 characters input 'Sign In' account",""
"passed","Wed Jul 16 21:16:52 GMT 2025","Wed Jul 16 21:17:00 GMT 2025","7389","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"broken","Wed Jul 16 21:19:43 GMT 2025","Wed Jul 16 21:19:56 GMT 2025","13414","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayBasketButtonOnHomePageTest","Verify that the basket (cart) button is visible on the homepage",""
"broken","Wed Jul 16 21:19:22 GMT 2025","Wed Jul 16 21:19:36 GMT 2025","13855","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFooterImageTest","Verify that the footer image is displayed",""
"broken","Wed Jul 16 21:18:26 GMT 2025","Wed Jul 16 21:18:38 GMT 2025","11773","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Verify that Home Page browser title is correct",""
"failed","Wed Jul 16 21:16:42 GMT 2025","Wed Jul 16 21:16:47 GMT 2025","5046","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check for password with less than 8 characters input 'Sign In' account",""
"passed","Wed Jul 16 21:19:39 GMT 2025","Wed Jul 16 21:19:43 GMT 2025","3452","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldLoadCorrectHomePageUrlTest","Verify that the Home Page URL is correct after page load",""
"failed","Wed Jul 16 21:17:05 GMT 2025","Wed Jul 16 21:17:10 GMT 2025","5113","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","signInPageTest","Check successful 'Sign In' account",""
"passed","Wed Jul 16 21:17:47 GMT 2025","Wed Jul 16 21:17:54 GMT 2025","6962","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
"passed","Wed Jul 16 21:18:51 GMT 2025","Wed Jul 16 21:18:55 GMT 2025","4046","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchInputAfterClickingSearchButtonTest","Click on search button and check search input field is displayed on homepage",""
"passed","Wed Jul 16 21:17:10 GMT 2025","Wed Jul 16 21:17:15 GMT 2025","5071","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check for invalid email input 'Sign In' account",""
"broken","Wed Jul 16 21:20:37 GMT 2025","Wed Jul 16 21:20:51 GMT 2025","14070","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","removeItemFromCartUnauthorizedUserTest","Remove item from cart as unauthorized user",""
"failed","Wed Jul 16 21:18:12 GMT 2025","Wed Jul 16 21:18:26 GMT 2025","13702","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectHeaderTabTextsTest","Verify that all header tab texts are displayed correctly",""
"passed","Wed Jul 16 21:19:17 GMT 2025","Wed Jul 16 21:19:22 GMT 2025","4753","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectCopyrightTextTest","Verify the footer displays the correct copyright text",""
"broken","Wed Jul 16 21:20:10 GMT 2025","Wed Jul 16 21:20:23 GMT 2025","13451","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemToBagUnauthorizedUserTest","Check if an unauthorized user can add an item to the cart",""
"passed","Wed Jul 16 21:16:33 GMT 2025","Wed Jul 16 21:16:34 GMT 2025","1489","","tests.api.BagApiTests","","tests.api.BagApiTests","addAndGetItemsTest","Checking getting different products in bag",""
