"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 14 17:54:25 GMT 2025","Mon Jul 14 17:54:26 GMT 2025","508","","tests.api.BagApiTests","","tests.api.BagApiTests","updateItemTest","Checking updating product in bag",""
"broken","Mon Jul 14 17:55:55 GMT 2025","Mon Jul 14 17:56:07 GMT 2025","11968","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Check HomePage web title",""
"broken","Mon Jul 14 17:55:22 GMT 2025","Mon Jul 14 17:55:30 GMT 2025","7809","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageTest","Check successful create account",""
"passed","Mon Jul 14 17:56:11 GMT 2025","Mon Jul 14 17:56:15 GMT 2025","4758","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkBasketButtonClickTest","Click on basket button and check 'Shopping Bag' text",""
"broken","Mon Jul 14 17:57:23 GMT 2025","Mon Jul 14 17:57:38 GMT 2025","15156","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkFooterImgTest","Check footer img is displayed",""
"failed","Mon Jul 14 17:55:04 GMT 2025","Mon Jul 14 17:55:09 GMT 2025","5564","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check for password with more than 25 characters input 'Sign In' account",""
"failed","Mon Jul 14 17:54:25 GMT 2025","Mon Jul 14 17:54:25 GMT 2025","194","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"passed","Mon Jul 14 17:54:49 GMT 2025","Mon Jul 14 17:54:54 GMT 2025","5185","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check for empty email input 'Sign In' account",""
"broken","Mon Jul 14 17:57:54 GMT 2025","Mon Jul 14 17:57:57 GMT 2025","3873","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addMaximumQuantityToCartUnauthorizedUserTest","Verify maximum quantity of items added to cart for unauthorized user",""
"passed","Mon Jul 14 17:56:07 GMT 2025","Mon Jul 14 17:56:11 GMT 2025","3913","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkCopyrightTextTest","Check the page's copyright",""
"broken","Mon Jul 14 17:57:42 GMT 2025","Mon Jul 14 17:57:46 GMT 2025","4040","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"broken","Mon Jul 14 17:57:46 GMT 2025","Mon Jul 14 17:57:50 GMT 2025","3896","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","removeItemFromCartUnauthorizedUserTest","Remove item from cart as unauthorized user",""
"failed","Mon Jul 14 17:56:35 GMT 2025","Mon Jul 14 17:56:39 GMT 2025","3985","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkCreateAccountButtonTest","Click on account button and check 'Create Account'",""
"broken","Mon Jul 14 17:57:50 GMT 2025","Mon Jul 14 17:57:53 GMT 2025","3402","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkAuthorizedAddItemToCartTest","Authorized user adds a product to the cart",""
"passed","Mon Jul 14 17:57:20 GMT 2025","Mon Jul 14 17:57:23 GMT 2025","3585","","tests.ui.HomePageTests","","tests.ui.HomePageTests","checkFavoritesButtonTest","Check favorites button on homepage",""
"failed","Mon Jul 14 17:54:32 GMT 2025","Mon Jul 14 17:54:37 GMT 2025","5007","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check for password with less than 8 characters input 'Sign In' account",""
"broken","Mon Jul 14 17:57:57 GMT 2025","Mon Jul 14 17:58:01 GMT 2025","3882","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","addItemAndChangeQuantityToBagUnauthorizedUserTest","Add item to bag and change quantity for unauthorized user",""
"passed","Mon Jul 14 17:54:37 GMT 2025","Mon Jul 14 17:54:41 GMT 2025","4344","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check for empty email and empty password input 'Sign In' account",""
