"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 20:59:30 GMT 2025","Fri Jul 18 20:59:35 GMT 2025","4954","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayShoppingBagTitleAfterClickingBasketButtonTest","Verify clicking the basket button displays the 'Shopping Bag' title",""
"broken","Fri Jul 18 20:59:04 GMT 2025","Fri Jul 18 20:59:18 GMT 2025","13884","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFooterImageTest","Verify that the footer image is displayed",""
"passed","Fri Jul 18 20:58:58 GMT 2025","Fri Jul 18 20:59:04 GMT 2025","6028","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectCopyrightTextTest","Verify the footer displays the correct copyright text",""
"passed","Fri Jul 18 20:56:57 GMT 2025","Fri Jul 18 20:57:02 GMT 2025","5336","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check 'Sign In' with empty email input",""
"passed","Fri Jul 18 20:58:49 GMT 2025","Fri Jul 18 20:58:54 GMT 2025","4450","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesTitleAfterClickingFavoritesButtonTest","Click 'Favorites' button and verify 'Favorites' title text is displayed",""
"passed","Fri Jul 18 20:57:56 GMT 2025","Fri Jul 18 20:58:05 GMT 2025","8474","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"passed","Fri Jul 18 20:59:26 GMT 2025","Fri Jul 18 20:59:30 GMT 2025","4121","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayBasketButtonOnHomePageTest","Verify that the basket (cart) button is visible on the homepage",""
"passed","Fri Jul 18 20:57:23 GMT 2025","Fri Jul 18 20:57:32 GMT 2025","9554","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Fri Jul 18 20:57:13 GMT 2025","Fri Jul 18 20:57:23 GMT 2025","9686","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyEmailTest","Check account creation with empty email",""
"passed","Fri Jul 18 20:57:47 GMT 2025","Fri Jul 18 20:57:56 GMT 2025","9402","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"passed","Fri Jul 18 20:57:02 GMT 2025","Fri Jul 18 20:57:08 GMT 2025","5400","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check 'Sign In' with invalid email input",""
"passed","Fri Jul 18 20:57:08 GMT 2025","Fri Jul 18 20:57:13 GMT 2025","5383","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check 'Sign In' with password longer than 25 characters",""
"passed","Fri Jul 18 20:56:47 GMT 2025","Fri Jul 18 20:56:57 GMT 2025","10004","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"passed","Fri Jul 18 20:56:37 GMT 2025","Fri Jul 18 20:56:42 GMT 2025","5256","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check 'Sign In' with password shorter than 8 characters",""
"passed","Fri Jul 18 20:58:05 GMT 2025","Fri Jul 18 20:58:08 GMT 2025","3780","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayAccountButtonOnHomePageTest","Verify account button is visible on the homepage header",""
