"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 23:31:49 GMT 2025","Fri Jul 18 23:31:55 GMT 2025","5748","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check 'Sign In' with password longer than 25 characters",""
"failed","Fri Jul 18 23:31:09 GMT 2025","Fri Jul 18 23:31:09 GMT 2025","262","","tests.api.BagApiTests","","tests.api.BagApiTests","getItemTest","Checking getting product in bag",""
"broken","Fri Jul 18 23:36:12 GMT 2025","Fri Jul 18 23:36:46 GMT 2025","33908","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemsUntilFreeShippingTest","Unlock 'Free Shipping' when total exceeds threshold",""
"broken","Fri Jul 18 23:37:20 GMT 2025","Fri Jul 18 23:37:54 GMT 2025","34212","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemFromCatalogToCartTest","Add item from catalog to cart and verify success message is shown",""
"passed","Fri Jul 18 23:33:17 GMT 2025","Fri Jul 18 23:33:21 GMT 2025","3815","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySignInButtonWhenAccountButtonClickedTest","Click on account button and verify 'Sign In' is visible",""
"passed","Fri Jul 18 23:33:57 GMT 2025","Fri Jul 18 23:34:00 GMT 2025","3654","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayBasketButtonOnHomePageTest","Verify that the basket (cart) button is visible on the homepage",""
"passed","Fri Jul 18 23:31:29 GMT 2025","Fri Jul 18 23:31:39 GMT 2025","9863","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"passed","Fri Jul 18 23:31:39 GMT 2025","Fri Jul 18 23:31:44 GMT 2025","5196","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailSignInPageTest","Check 'Sign In' with empty email input",""
"passed","Fri Jul 18 23:33:24 GMT 2025","Fri Jul 18 23:33:29 GMT 2025","4764","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCreateAccountButtonAfterClickingAccountTest","Click on account button and verify 'Create Account' button is visible",""
"failed","Fri Jul 18 23:31:08 GMT 2025","Fri Jul 18 23:31:09 GMT 2025","1277","","tests.api.BagApiTests","","tests.api.BagApiTests","addAndGetItemsTest","Checking getting different products in bag",""
"passed","Fri Jul 18 23:34:00 GMT 2025","Fri Jul 18 23:34:05 GMT 2025","4955","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayShoppingBagTitleAfterClickingBasketButtonTest","Verify clicking the basket button displays the 'Shopping Bag' title",""
"passed","Fri Jul 18 23:31:18 GMT 2025","Fri Jul 18 23:31:23 GMT 2025","5482","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check 'Sign In' with password shorter than 8 characters",""
"broken","Fri Jul 18 23:36:46 GMT 2025","Fri Jul 18 23:37:20 GMT 2025","34133","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","priceMatchesBetweenCatalogAndCartTest","Check that product price in catalog matches the price in cart",""
"broken","Fri Jul 18 23:34:05 GMT 2025","Fri Jul 18 23:34:39 GMT 2025","34112","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemAndChangeQuantityInBagTest","Add item to bag and change quantity",""
"passed","Fri Jul 18 23:32:38 GMT 2025","Fri Jul 18 23:32:47 GMT 2025","8789","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyBirthDateTest","Check account creation with empty 'Birthday' field and the checkbox 'I accept' unchecked",""
"passed","Fri Jul 18 23:32:04 GMT 2025","Fri Jul 18 23:32:14 GMT 2025","9724","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Fri Jul 18 23:32:47 GMT 2025","Fri Jul 18 23:32:51 GMT 2025","3897","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayAccountButtonOnHomePageTest","Verify account button is visible on the homepage header",""
"failed","Fri Jul 18 23:31:10 GMT 2025","Fri Jul 18 23:31:10 GMT 2025","440","","tests.api.BagApiTests","","tests.api.BagApiTests","updateItemTest","Checking updating product in bag",""
"passed","Fri Jul 18 23:32:19 GMT 2025","Fri Jul 18 23:32:29 GMT 2025","9584","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
"passed","Fri Jul 18 23:33:05 GMT 2025","Fri Jul 18 23:33:09 GMT 2025","3749","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Verify that Home Page browser title is correct",""
"passed","Fri Jul 18 23:33:21 GMT 2025","Fri Jul 18 23:33:24 GMT 2025","3786","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesTitleAfterClickingFavoritesButtonTest","Click 'Favorites' button and verify 'Favorites' title text is displayed",""
"broken","Fri Jul 18 23:35:14 GMT 2025","Fri Jul 18 23:35:38 GMT 2025","23970","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"broken","Fri Jul 18 23:35:38 GMT 2025","Fri Jul 18 23:36:12 GMT 2025","34178","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","removeItemFromCartTest","Remove item from cart and verify it's empty",""
"passed","Fri Jul 18 23:33:09 GMT 2025","Fri Jul 18 23:33:13 GMT 2025","3712","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesButtonOnHomePageTest","Verify 'Favorites' button is visible on the homepage",""
"failed","Fri Jul 18 23:32:51 GMT 2025","Fri Jul 18 23:33:05 GMT 2025","14306","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectHeaderTabTextsTest","Verify that all header tab texts are displayed correctly",""
"broken","Fri Jul 18 23:34:39 GMT 2025","Fri Jul 18 23:35:14 GMT 2025","34123","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addMaximumQuantityToCartTest","Verify maximum quantity of items allowed in cart",""
"failed","Fri Jul 18 23:31:10 GMT 2025","Fri Jul 18 23:31:10 GMT 2025","163","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"passed","Fri Jul 18 23:31:55 GMT 2025","Fri Jul 18 23:32:04 GMT 2025","9564","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyEmailTest","Check account creation with empty email",""
"passed","Fri Jul 18 23:32:29 GMT 2025","Fri Jul 18 23:32:38 GMT 2025","9060","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyZipCodeTest","Check account creation with empty 'Zip Code'",""
"broken","Fri Jul 18 23:33:35 GMT 2025","Fri Jul 18 23:33:49 GMT 2025","14068","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFooterImageTest","Verify that the footer image is displayed",""
"passed","Fri Jul 18 23:33:13 GMT 2025","Fri Jul 18 23:33:17 GMT 2025","4134","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchInputAfterClickingSearchButtonTest","Click on search button and check search input field is displayed on homepage",""
"passed","Fri Jul 18 23:33:53 GMT 2025","Fri Jul 18 23:33:57 GMT 2025","3623","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldLoadCorrectHomePageUrlTest","Verify that the Home Page URL is correct after page load",""
"passed","Fri Jul 18 23:31:44 GMT 2025","Fri Jul 18 23:31:49 GMT 2025","5245","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check 'Sign In' with invalid email input",""
"passed","Fri Jul 18 23:31:23 GMT 2025","Fri Jul 18 23:31:29 GMT 2025","5419","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyEmailAndEmptyPasswordSignInPageTest","Check 'Sign In' with empty email and empty password input",""
"failed","Fri Jul 18 23:31:09 GMT 2025","Fri Jul 18 23:31:10 GMT 2025","421","","tests.api.BagApiTests","","tests.api.BagApiTests","deleteItemTest","Checking deleting product in bag",""
