"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 17 18:43:03 GMT 2025","Thu Jul 17 18:43:11 GMT 2025","7490","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyNamesFieldsTest","Check account creation with empty 'First Name' and empty 'Last Name'",""
"passed","Thu Jul 17 18:42:33 GMT 2025","Thu Jul 17 18:42:40 GMT 2025","6283","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","longPasswordSignInPageTest","Check 'Sign In' with password longer than 25 characters",""
"passed","Thu Jul 17 18:42:47 GMT 2025","Thu Jul 17 18:42:57 GMT 2025","10316","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithEmptyPasswordTest","Check account creation with empty password",""
"passed","Thu Jul 17 18:44:17 GMT 2025","Thu Jul 17 18:44:23 GMT 2025","5102","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCreateAccountButtonAfterClickingAccountTest","Click on account button and verify 'Create Account' button is visible",""
"broken","Thu Jul 17 18:45:14 GMT 2025","Thu Jul 17 18:45:28 GMT 2025","14399","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkMensFormPageTest","Verify Men's Clothes page is opened correctly",""
"passed","Thu Jul 17 18:41:21 GMT 2025","Thu Jul 17 18:41:29 GMT 2025","7797","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidPasswordSignInPageTest","Check 'Sign In' with invalid password",""
"passed","Thu Jul 17 18:44:54 GMT 2025","Thu Jul 17 18:44:59 GMT 2025","5479","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayShoppingBagTitleAfterClickingBasketButtonTest","Verify clicking the basket button displays the 'Shopping Bag' title",""
"passed","Thu Jul 17 18:43:58 GMT 2025","Thu Jul 17 18:44:02 GMT 2025","3964","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFavoritesButtonOnHomePageTest","Verify 'Favorites' button is visible on the homepage",""
"passed","Thu Jul 17 18:42:28 GMT 2025","Thu Jul 17 18:42:33 GMT 2025","5687","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","invalidEmailSignInPageTest","Check 'Sign In' with invalid email input",""
"broken","Thu Jul 17 18:42:12 GMT 2025","Thu Jul 17 18:42:28 GMT 2025","15852","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","signInPageTest","Check successful 'Sign In' account",""
"broken","Thu Jul 17 18:45:43 GMT 2025","Thu Jul 17 18:45:57 GMT 2025","14113","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","checkAuthorizedAddItemToCartTest","Authorized user adds a product to the cart",""
"passed","Thu Jul 17 18:44:45 GMT 2025","Thu Jul 17 18:44:50 GMT 2025","4527","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldLoadCorrectHomePageUrlTest","Verify that the Home Page URL is correct after page load",""
"broken","Thu Jul 17 18:43:44 GMT 2025","Thu Jul 17 18:43:58 GMT 2025","14482","","tests.ui.HomePageTests","","tests.ui.HomePageTests","homePageTitleTest","Verify that Home Page browser title is correct",""
"passed","Thu Jul 17 18:44:23 GMT 2025","Thu Jul 17 18:44:27 GMT 2025","4278","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectCopyrightTextTest","Verify the footer displays the correct copyright text",""
"broken","Thu Jul 17 18:45:28 GMT 2025","Thu Jul 17 18:45:43 GMT 2025","14856","","tests.ui.MensClothesChapterTests","","tests.ui.MensClothesChapterTests","removeItemFromCartUnauthorizedUserTest","Remove item from cart as unauthorized user",""
"passed","Thu Jul 17 18:41:29 GMT 2025","Thu Jul 17 18:41:34 GMT 2025","5440","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shortPasswordSignInPageTest","Check 'Sign In' with password shorter than 8 characters",""
"passed","Thu Jul 17 18:44:50 GMT 2025","Thu Jul 17 18:44:54 GMT 2025","3959","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayBasketButtonOnHomePageTest","Verify that the basket (cart) button is visible on the homepage",""
"failed","Thu Jul 17 18:41:20 GMT 2025","Thu Jul 17 18:41:20 GMT 2025","293","","tests.api.BagApiTests","","tests.api.BagApiTests","getItemTest","Checking getting product in bag",""
"failed","Thu Jul 17 18:41:21 GMT 2025","Thu Jul 17 18:41:21 GMT 2025","170","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Checking adding product in bag",""
"passed","Thu Jul 17 18:44:41 GMT 2025","Thu Jul 17 18:44:45 GMT 2025","4588","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySearchButtonOnHomePageTest","Verify that search button is visible on the homepage header",""
"passed","Thu Jul 17 18:41:39 GMT 2025","Thu Jul 17 18:41:48 GMT 2025","8683","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"broken","Thu Jul 17 18:41:48 GMT 2025","Thu Jul 17 18:42:06 GMT 2025","18384","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","shouldCreateAccountSuccessfullyTest","Check successful account creation",""
"broken","Thu Jul 17 18:44:27 GMT 2025","Thu Jul 17 18:44:41 GMT 2025","13943","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayFooterImageTest","Verify that the footer image is displayed",""
