"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 20 19:25:36 GMT 2025","Sun Jul 20 19:26:38 GMT 2025","62203","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","removeItemFromCartTest","Remove item from cart and verify it's empty",""
"passed","Sun Jul 20 19:21:47 GMT 2025","Sun Jul 20 19:21:52 GMT 2025","5515","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","emptyPasswordSignInPageTest","Check 'Sign In' with empty password input",""
"passed","Sun Jul 20 19:22:23 GMT 2025","Sun Jul 20 19:22:27 GMT 2025","4310","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplayCorrectHeaderTabTextsTest","Verify that all header tab texts are displayed correctly",""
"broken","Sun Jul 20 19:20:52 GMT 2025","Sun Jul 20 19:21:12 GMT 2025","19488","","tests.ui.AccountPageTests","","tests.ui.AccountPageTests","createAccountPageWithInvalidEmailTest","Check account creation with invalid email",""
"passed","Sun Jul 20 19:20:30 GMT 2025","Sun Jul 20 19:20:32 GMT 2025","1228","","tests.api.BagApiTests","","tests.api.BagApiTests","addItemTest","Check add product to cart",""
"passed","Sun Jul 20 19:24:26 GMT 2025","Sun Jul 20 19:25:22 GMT 2025","56183","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addMaximumQuantityToCartTest","Verify maximum quantity of items allowed in cart",""
"broken","Sun Jul 20 19:23:24 GMT 2025","Sun Jul 20 19:24:26 GMT 2025","62325","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","addItemAndChangeQuantityInBagTest","Add item to bag and change quantity",""
"passed","Sun Jul 20 19:27:40 GMT 2025","Sun Jul 20 19:28:30 GMT 2025","49598","","tests.ui.MensClothesChapterUnauthorizedUserTests","","tests.ui.MensClothesChapterUnauthorizedUserTests","priceMatchesBetweenCatalogAndCartTest","Check that product price in catalog matches the price in cart",""
"passed","Sun Jul 20 19:22:39 GMT 2025","Sun Jul 20 19:22:44 GMT 2025","4213","","tests.ui.HomePageTests","","tests.ui.HomePageTests","shouldDisplaySignInButtonWhenAccountButtonClickedTest","Click on account button and verify 'Sign In' is visible",""
"passed","Sun Jul 20 19:20:28 GMT 2025","Sun Jul 20 19:20:29 GMT 2025","1409","","tests.api.BagApiTests","","tests.api.BagApiTests","getItemTest","Check get product in cart",""
